id,title,domainKey,domainLabel,relatedIndicationKey,relatedIndicationLabel,screeningRiskTarget,minAgeMonth,maxAgeMonth,ageRange,difficulty,estimatedDurationMinutes,recommendedFrequencyPerWeek,materials,description,purpose,steps,successIndicator,observationScoreGuide,safetyNotes,sourceNote
ACT-066,Lompat dari Garis,GROSS_MOTOR,Gerak Kasar,ADHD,ADHD,COGNITIVE_PROBLEM_SOLVING,24,30,24-30 bulan,Sedang,10,4,garis selotip di lantai,Aktivitas stimulasi rumah untuk usia 24-30 bulan yang membantu anak berlatih: melompat melewati garis dengan dua kaki.,"Melatih koordinasi otot besar, keseimbangan, kekuatan tubuh, dan kontrol gerak.",Siapkan garis selotip di lantai di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: melompat melewati garis dengan dua kaki. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu melompat melewati garis dengan dua kaki secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman. Pastikan lantai tidak licin dan area bebas sudut tajam.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-067,Membuka dan Menutup Kancing Besar,FINE_MOTOR,Gerak Halus,ASD,ASD,SOCIAL_EMOTIONAL,24,30,24-30 bulan,Sedang,10,4,baju latihan berkancing besar,Aktivitas stimulasi rumah untuk usia 24-30 bulan yang membantu anak berlatih: membuka atau menutup kancing besar dengan bantuan minimal.,"Melatih koordinasi mata-tangan, ketangkasan jari, kontrol alat tulis, dan manipulasi benda kecil.",Siapkan baju latihan berkancing besar di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: membuka atau menutup kancing besar dengan bantuan minimal. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu membuka atau menutup kancing besar dengan bantuan minimal secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman. Hindari benda kecil yang berisiko tertelan.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-068,Bermain Telepon-teleponan,SOCIAL_INDEPENDENCE,Sosialisasi dan Kemandirian,ASD,ASD,SOCIAL_EMOTIONAL,24,30,24-30 bulan,Sedang,10,4,telepon mainan,Aktivitas stimulasi rumah untuk usia 24-30 bulan yang membantu anak berlatih: meniru percakapan singkat saat bermain telepon.,"Melatih interaksi sosial, imitasi, regulasi emosi, kemandirian bantu diri, dan kebiasaan harian.",Siapkan telepon mainan di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: meniru percakapan singkat saat bermain telepon. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu meniru percakapan singkat saat bermain telepon secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-069,Mencari Benda Berdasarkan Petunjuk,COGNITIVE,Kognitif,ADHD,ADHD,COGNITIVE_PROBLEM_SOLVING,24,30,24-30 bulan,Sedang,10,4,benda rumah di sekitar ruangan,Aktivitas stimulasi rumah untuk usia 24-30 bulan yang membantu anak berlatih: mencari benda berdasarkan petunjuk sederhana.,"Melatih atensi, memori kerja, pemecahan masalah, klasifikasi, urutan, dan fleksibilitas berpikir.",Siapkan benda rumah di sekitar ruangan di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: mencari benda berdasarkan petunjuk sederhana. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu mencari benda berdasarkan petunjuk sederhana secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-070,Berdiri Satu Kaki 2 Detik,GROSS_MOTOR,Gerak Kasar,ADHD,ADHD,COGNITIVE_PROBLEM_SOLVING,30,36,30-36 bulan,Sedang,10,4,ruang aman dan lantai tidak licin,Aktivitas stimulasi rumah untuk usia 30-36 bulan yang membantu anak berlatih: berdiri satu kaki minimal dua detik.,"Melatih koordinasi otot besar, keseimbangan, kekuatan tubuh, dan kontrol gerak.",Siapkan ruang aman dan lantai tidak licin di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: berdiri satu kaki minimal dua detik. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu berdiri satu kaki minimal dua detik secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman. Pastikan lantai tidak licin dan area bebas sudut tajam.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-071,Menyebut Nama Lengkap,COMMUNICATION_SPEECH,Bicara dan Bahasa,SPEECH_DELAY,Speech Delay,COMMUNICATION_SPEECH,30,36,30-36 bulan,Sedang,10,5,situasi tanya jawab santai,Aktivitas stimulasi rumah untuk usia 30-36 bulan yang membantu anak berlatih: menyebut nama panggilan atau nama lengkap sederhana.,"Melatih komunikasi reseptif, ekspresif, perluasan kosakata, dan kemampuan mengikuti instruksi.",Siapkan situasi tanya jawab santai di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: menyebut nama panggilan atau nama lengkap sederhana. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu menyebut nama panggilan atau nama lengkap sederhana secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-072,Menggambar Garis Silang,FINE_MOTOR,Gerak Halus,ASD,ASD,SOCIAL_EMOTIONAL,30,36,30-36 bulan,Sedang,10,4,kertas dan krayon,Aktivitas stimulasi rumah untuk usia 30-36 bulan yang membantu anak berlatih: meniru dua garis yang berpotongan.,"Melatih koordinasi mata-tangan, ketangkasan jari, kontrol alat tulis, dan manipulasi benda kecil.",Siapkan kertas dan krayon di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: meniru dua garis yang berpotongan. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu meniru dua garis yang berpotongan secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman. Hindari benda kecil yang berisiko tertelan.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-073,Menyusun Puzzle 4 Keping,COGNITIVE,Kognitif,ASD,ASD,SOCIAL_EMOTIONAL,30,36,30-36 bulan,Sedang,10,4,puzzle 4 keping,Aktivitas stimulasi rumah untuk usia 30-36 bulan yang membantu anak berlatih: menyusun puzzle empat keping dengan bantuan minimal.,"Melatih atensi, memori kerja, pemecahan masalah, klasifikasi, urutan, dan fleksibilitas berpikir.",Siapkan puzzle 4 keping di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: menyusun puzzle empat keping dengan bantuan minimal. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu menyusun puzzle empat keping dengan bantuan minimal secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-074,Memakai Celana dengan Bantuan,SOCIAL_INDEPENDENCE,Sosialisasi dan Kemandirian,ASD,ASD,SOCIAL_EMOTIONAL,30,36,30-36 bulan,Sedang,10,4,celana longgar anak,Aktivitas stimulasi rumah untuk usia 30-36 bulan yang membantu anak berlatih: memasukkan kaki ke celana dengan arahan.,"Melatih interaksi sosial, imitasi, regulasi emosi, kemandirian bantu diri, dan kebiasaan harian.",Siapkan celana longgar anak di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: memasukkan kaki ke celana dengan arahan. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu memasukkan kaki ke celana dengan arahan secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-075,Menangkap Bola Besar,GROSS_MOTOR,Gerak Kasar,ADHD,ADHD,COGNITIVE_PROBLEM_SOLVING,30,36,30-36 bulan,Sedang,10,4,bola besar ringan,Aktivitas stimulasi rumah untuk usia 30-36 bulan yang membantu anak berlatih: menangkap bola besar dari jarak dekat.,"Melatih koordinasi otot besar, keseimbangan, kekuatan tubuh, dan kontrol gerak.",Siapkan bola besar ringan di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: menangkap bola besar dari jarak dekat. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu menangkap bola besar dari jarak dekat secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman. Pastikan lantai tidak licin dan area bebas sudut tajam.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-076,Klasifikasi Hewan dan Kendaraan,COGNITIVE,Kognitif,ASD,ASD,SOCIAL_EMOTIONAL,30,36,30-36 bulan,Sedang,10,4,kartu gambar hewan dan kendaraan,Aktivitas stimulasi rumah untuk usia 30-36 bulan yang membantu anak berlatih: memisahkan kartu hewan dan kendaraan.,"Melatih atensi, memori kerja, pemecahan masalah, klasifikasi, urutan, dan fleksibilitas berpikir.",Siapkan kartu gambar hewan dan kendaraan di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: memisahkan kartu hewan dan kendaraan. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu memisahkan kartu hewan dan kendaraan secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-077,Cerita Gambar Dua Kalimat,COMMUNICATION_SPEECH,Bicara dan Bahasa,SPEECH_DELAY,Speech Delay,COMMUNICATION_SPEECH,30,36,30-36 bulan,Sedang,10,5,buku cerita bergambar,Aktivitas stimulasi rumah untuk usia 30-36 bulan yang membantu anak berlatih: mengucapkan dua kalimat sederhana tentang gambar.,"Melatih komunikasi reseptif, ekspresif, perluasan kosakata, dan kemampuan mengikuti instruksi.",Siapkan buku cerita bergambar di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: mengucapkan dua kalimat sederhana tentang gambar. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu mengucapkan dua kalimat sederhana tentang gambar secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-078,Menggunting Kertas Bebas,FINE_MOTOR,Gerak Halus,ASD,ASD,SOCIAL_EMOTIONAL,30,36,30-36 bulan,Sedang,10,4,gunting anak dan kertas,Aktivitas stimulasi rumah untuk usia 30-36 bulan yang membantu anak berlatih: menggunting bebas dengan pengawasan.,"Melatih koordinasi mata-tangan, ketangkasan jari, kontrol alat tulis, dan manipulasi benda kecil.",Siapkan gunting anak dan kertas di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: menggunting bebas dengan pengawasan. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu menggunting bebas dengan pengawasan secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman. Hindari benda kecil yang berisiko tertelan.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-079,Mengikuti Aturan Permainan Sederhana,SOCIAL_INDEPENDENCE,Sosialisasi dan Kemandirian,ADHD,ADHD,COGNITIVE_PROBLEM_SOLVING,30,36,30-36 bulan,Sedang,10,4,permainan sederhana seperti lempar tangkap,Aktivitas stimulasi rumah untuk usia 30-36 bulan yang membantu anak berlatih: mengikuti satu aturan permainan secara konsisten.,"Melatih interaksi sosial, imitasi, regulasi emosi, kemandirian bantu diri, dan kebiasaan harian.",Siapkan permainan sederhana seperti lempar tangkap di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: mengikuti satu aturan permainan secara konsisten. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu mengikuti satu aturan permainan secara konsisten secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-080,Jalan di Garis Lurus,GROSS_MOTOR,Gerak Kasar,ADHD,ADHD,COGNITIVE_PROBLEM_SOLVING,30,36,30-36 bulan,Sedang,10,4,garis selotip di lantai,Aktivitas stimulasi rumah untuk usia 30-36 bulan yang membantu anak berlatih: berjalan di atas garis lurus tanpa sering keluar.,"Melatih koordinasi otot besar, keseimbangan, kekuatan tubuh, dan kontrol gerak.",Siapkan garis selotip di lantai di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: berjalan di atas garis lurus tanpa sering keluar. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu berjalan di atas garis lurus tanpa sering keluar secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman. Pastikan lantai tidak licin dan area bebas sudut tajam.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-081,Menghitung 1 sampai 3 Benda,COGNITIVE,Kognitif,ADHD,ADHD,COGNITIVE_PROBLEM_SOLVING,30,36,30-36 bulan,Sedang,10,4,tiga balok atau tiga mainan,Aktivitas stimulasi rumah untuk usia 30-36 bulan yang membantu anak berlatih: menghitung satu sampai tiga benda dengan bantuan.,"Melatih atensi, memori kerja, pemecahan masalah, klasifikasi, urutan, dan fleksibilitas berpikir.",Siapkan tiga balok atau tiga mainan di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: menghitung satu sampai tiga benda dengan bantuan. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu menghitung satu sampai tiga benda dengan bantuan secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
